Preferred Semantics - Average,Categoriser - Average,Grounded Semantics - Average,GroundTruth
0.0,0.0,0.0,0
1.2,1.2,1.2,0
0.333333333,0.333333333,0.333333333,0
0.8,0.8,0.8,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
1.333333333,1.333333333,1.333333333,0
5.0,5.0,5.0,0
0.8,0.8,0.8,0
1.5,1.5,1.5,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
3.0,3.0,3.0,0
0.833333333,0.833333333,0.833333333,0
0.0,0.0,0.0,0
5.0,5.0,5.0,0
3.5,3.5,3.5,0
1.333333333,1.333333333,1.333333333,0
0.8,0.8,0.8,0
0.0,0.0,0.0,0
1.0,1.0,1.0,0
0.0,0.0,0.0,0
1.333333333,1.333333333,1.333333333,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
,,,0
0.0,0.0,0.0,0
0.75,0.75,0.75,0
1.333333333,1.333333333,1.333333333,0
2.0,2.0,2.0,0
1.333333333,1.333333333,1.333333333,0
1.0,1.0,1.0,0
0.666666666,0.666666666,0.666666666,0
0.0,0.0,0.0,0
0.2,0.2,0.2,0
0.0,0.0,0.0,0
0.142857142,0.142857142,0.142857142,0
1.5,1.5,1.5,0
0.2,0.2,0.2,0
0.571428571,0.571428571,0.571428571,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
2.0,2.0,2.0,0
0.0,0.0,0.0,0
5.0,5.0,5.0,0
0.0,0.0,0.0,0
2.0,2.0,2.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
2.0,2.0,2.0,0
1.4,1.4,1.4,0
0.0,0.0,0.0,0
3.0,3.0,3.0,0
0.2,0.2,0.2,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.8,0.8,0.8,0
0.25,0.25,0.25,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
1.0,1.0,1.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.666666666,0.666666666,0.666666666,0
1.4,1.4,1.4,0
2.0,2.0,2.0,0
0.0,0.0,0.0,0
1.0,1.0,1.0,0
1.4,1.4,1.4,0
3.5,3.5,3.5,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.25,0.25,0.25,0
2.333333333,2.333333333,2.333333333,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.333333333,0.333333333,0.333333333,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.8,0.8,0.8,0
0.0,0.0,0.0,0
3.0,3.0,3.0,0
0.333333333,0.333333333,0.333333333,0
,,,0
1.0,1.0,1.0,0
,,,0
1.75,1.75,1.75,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
1.4,1.4,1.4,0
1.333333333,1.333333333,1.333333333,0
5.0,5.0,5.0,0
0.0,0.0,0.0,0
1.333333333,1.333333333,1.333333333,0
0.0,0.0,0.0,0
0.571428571,0.571428571,0.571428571,0
0.0,0.0,0.0,0
1.0,1.0,1.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
5.0,5.0,5.0,0
1.333333333,1.333333333,1.333333333,0
0.0,0.0,0.0,0
0.777777777,0.777777777,0.777777777,0
0.0,0.0,0.0,0
3.333333333,3.333333333,3.333333333,0
0.0,0.0,0.0,0
0.75,0.75,0.75,0
1.5,1.5,1.5,0
0.0,0.0,0.0,0
5.0,5.0,5.0,0
1.0,1.0,1.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
1.333333333,1.333333333,1.333333333,0
0.0,0.0,0.0,0
5.0,5.0,5.0,0
1.75,1.75,1.75,0
2.0,2.0,2.0,0
0.0,0.0,0.0,0
2.333333333,2.333333333,2.333333333,0
0.0,0.0,0.0,0
2.333333333,2.333333333,2.333333333,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.6,0.6,0.6,0
0.0,0.0,0.0,0
1.2,1.2,1.2,0
0.333333333,0.333333333,0.333333333,0
